@relation GenevaExtended_2014_Acoustic_Parameters_Functionals_personality

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute F0linearHz_sma3nz_amean numeric
@attribute F0linearHz_sma3nz_stddevNorm numeric
@attribute F0linearHz_sma3nz_percentile20.0 numeric
@attribute F0linearHz_sma3nz_percentile50.0 numeric
@attribute F0linearHz_sma3nz_percentile80.0 numeric
@attribute F0linearHz_sma3nz_pctlrange0-2 numeric
@attribute F0linearHz_sma3nz_meanRisingSlope numeric
@attribute F0linearHz_sma3nz_stddevRisingSlope numeric
@attribute F0linearHz_sma3nz_meanFallingSlope numeric
@attribute F0linearHz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute mfcc1UV_sma3nz_amean numeric
@attribute mfcc2UV_sma3nz_amean numeric
@attribute mfcc3UV_sma3nz_amean numeric
@attribute mfcc4UV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute age {youth, adult, senior}
@attribute gender {m,f}
@attribute ewe numeric
@attribute likeability {L,NL}

@data
'train_092',3.473693e+01,1.515207e-01,2.846809e+01,3.515615e+01,3.820391e+01,9.735826e+00,1.221567e+02,6.078234e+01,2.982394e+01,1.949463e+01,2.144987e+02,3.180836e-01,1.423946e+02,2.095352e+02,2.498704e+02,1.074758e+02,9.271779e+02,8.835644e+02,6.032798e+02,3.011072e+02,4.204674e-01,1.392916e+00,2.496217e-02,9.799469e-02,9.133455e-01,8.883833e-01,1.121883e+01,6.445157e+00,9.740465e+00,5.769027e+00,2.625608e-01,1.765729e+00,3.292353e+00,4.763288e+00,-1.127494e+01,-1.691871e+00,-7.827588e+00,-1.749937e+00,-1.269491e+01,-1.072825e+00,2.315225e-02,1.031358e+00,1.301369e+00,7.866144e-01,8.067223e+00,4.089760e-01,4.206179e+00,1.996344e+00,2.825122e+01,4.287207e-01,7.128670e+02,2.396383e-01,1.556008e+03,2.130188e-01,-1.487994e+02,-5.865809e-01,1.585094e+03,1.067704e-01,1.230132e+03,2.598729e-01,-1.475529e+02,-5.753970e-01,2.540505e+03,9.684847e-02,1.068906e+03,3.411846e-01,-1.514798e+02,-5.184220e-01,-1.214864e+01,-6.939657e-01,3.022989e+01,2.860681e-01,8.126526e-02,2.439766e-01,-1.815260e-02,-8.819199e-01,7.290729e-01,7.473705e-01,2.093121e+01,5.061826e-01,-2.452344e+01,-8.145072e-01,-1.948581e+01,-5.476691e-01,-2.458461e+01,-5.528375e-01,1.608295e+00,1.062510e+01,4.596439e-02,2.064764e-02,9.562752e-02,-3.093560e+00,-6.670006e+00,-3.687454e+00,-8.532471e+00,2.346041e+00,1.785714e+00,1.416667e-01,4.139914e-02,3.400000e-01,3.952214e-01,-1.644853e+01,senior,f,0.37,L
'train_093',2.848776e+01,1.191033e-01,2.534629e+01,2.882368e+01,3.144980e+01,6.103516e+00,4.190902e+01,3.277416e+01,4.730562e+01,2.643476e+01,1.457219e+02,2.086847e-01,1.188989e+02,1.453498e+02,1.691838e+02,5.028494e+01,4.360083e+02,3.268319e+02,4.600641e+02,2.604012e+02,3.382290e-01,1.089528e+00,2.974037e-02,1.562721e-01,6.527762e-01,6.230358e-01,4.729925e+00,3.390146e+00,6.206065e+00,3.544985e+00,1.392699e-01,1.486223e+00,9.054667e+00,1.449150e+00,-5.436908e+00,-2.225503e+00,-8.010940e+00,-1.463894e+00,-1.347391e+01,-9.008665e-01,4.233928e-02,1.253314e+00,2.058498e+00,7.623697e-01,5.992099e+00,3.382903e-01,4.262610e+00,2.017256e+00,2.775631e+01,3.053398e-01,6.248231e+02,3.256094e-01,1.512819e+03,1.676152e-01,-1.350454e+02,-6.857368e-01,1.594060e+03,1.492664e-01,1.120821e+03,1.816800e-01,-1.358280e+02,-6.456969e-01,2.515739e+03,8.585333e-02,1.088536e+03,4.373269e-01,-1.381660e+02,-6.108006e-01,-1.478450e+01,-5.197074e-01,2.625282e+01,3.478312e-01,7.433102e-02,2.603919e-01,-1.739573e-02,-1.302591e+00,3.006908e-01,7.989488e-01,2.164219e+01,4.113728e-01,-3.302333e-01,-3.628371e+01,-1.150907e+01,-1.537151e+00,-2.163649e+01,-6.590929e-01,-1.668971e+00,1.090788e+01,6.375243e-02,1.642778e-02,5.967486e-02,2.747375e+00,-8.046704e+00,-6.267395e+00,-9.355553e+00,2.849003e+00,1.734104e+00,1.866667e-01,1.255211e-01,3.157143e-01,3.587621e-01,-2.240290e+01,senior,m,0.35,L
'train_094',2.465374e+01,9.829564e-02,2.339821e+01,2.445650e+01,2.510456e+01,1.706348e+00,1.416754e+02,1.164754e+02,1.396323e+02,1.768206e+02,1.159953e+02,1.748674e-01,1.062525e+02,1.129451e+02,1.172485e+02,1.099605e+01,4.191575e+02,1.871814e+02,1.707655e+03,1.604258e+03,3.875647e-01,1.175306e+00,3.746581e-02,1.574306e-01,8.360764e-01,7.986106e-01,7.611576e+00,3.731358e+00,6.636808e+00,3.859949e+00,1.843039e-01,1.287496e+00,1.298174e+01,1.229918e+00,-1.102432e+01,-1.514304e+00,-9.719915e+00,-1.237512e+00,-1.847315e+01,-8.713934e-01,5.389328e-02,1.452134e+00,2.090475e+00,6.647879e-01,3.976628e+00,4.467915e-01,-7.650066e+00,-3.796438e-01,1.702703e+01,5.214347e-01,5.746277e+02,3.375022e-01,1.661276e+03,1.677957e-01,-1.606023e+02,-4.919012e-01,1.472382e+03,1.441467e-01,1.248862e+03,1.480648e-01,-1.614397e+02,-4.765046e-01,2.377250e+03,1.016866e-01,9.377435e+02,1.572175e-01,-1.642149e+02,-4.346840e-01,-1.286095e+01,-4.123469e-01,3.006123e+01,2.169320e-01,7.959684e-02,1.319166e-01,-2.742964e-02,-2.521791e-01,4.684750e-01,5.559056e-01,2.925407e+01,2.038074e-01,-2.478353e+01,-6.153769e-01,-1.282387e+01,-8.123887e-01,-2.520860e+01,-5.304166e-01,-5.286314e+00,1.562126e+01,6.334152e-02,1.260908e-03,1.212176e-01,9.563981e+00,-7.908957e+00,-9.104054e+00,-1.711996e+01,3.048780e+00,1.857585e+00,9.333333e-02,1.155662e-01,3.628571e-01,5.370212e-01,-1.934816e+01,senior,m,0.78,L
'train_095',3.983806e+01,1.733072e-01,3.133221e+01,3.917283e+01,4.705378e+01,1.572157e+01,1.279846e+01,1.365488e+01,4.836812e+01,1.278388e+01,2.967581e+02,3.727484e-01,1.680079e+02,2.642534e+02,4.166337e+02,2.486258e+02,1.935993e+02,1.802163e+02,7.030134e+02,4.793176e+01,1.378979e-01,1.151376e+00,4.013105e-02,4.869147e-02,2.303283e-01,1.901973e-01,2.764345e+00,1.425640e+00,3.011943e+00,1.080041e+00,4.304295e-02,1.651242e+00,5.513324e+00,2.166956e+00,-7.910583e+00,-1.028009e+00,-9.352731e+00,-8.134167e-01,-2.116083e+01,-6.238583e-01,2.031435e-02,1.356631e+00,1.044790e+00,7.685702e-01,1.138743e+01,2.557726e-01,3.563384e+00,2.344934e+00,2.289070e+01,5.996627e-01,7.139319e+02,2.697548e-01,1.413051e+03,1.287377e-01,-1.503710e+02,-5.539302e-01,1.621074e+03,1.451632e-01,1.030549e+03,1.742961e-01,-1.424128e+02,-5.910793e-01,2.658362e+03,6.592312e-02,8.823322e+02,3.894203e-01,-1.464540e+02,-5.338538e-01,-1.766291e+01,-4.536608e-01,3.107875e+01,3.039094e-01,9.316377e-02,2.462318e-01,-5.811695e-03,-1.755798e+00,1.088037e-01,7.793509e-01,1.944447e+01,4.011599e-01,-1.026571e+01,-1.103891e+00,-1.208966e+01,-8.205195e-01,-3.479575e+01,-3.579244e-01,-1.314490e+00,8.320161e+00,7.099880e-02,1.707311e-02,1.403727e-02,-6.444665e-01,-6.835573e+00,-8.106720e+00,-1.515768e+01,2.100840e+00,1.716738e+00,1.725000e-01,1.219375e-01,3.100000e-01,3.667152e-01,-2.974243e+01,adult,f,-0.12,NL
'train_096',3.621325e+01,1.848919e-01,3.378751e+01,3.449518e+01,3.867864e+01,4.891129e+00,3.569265e+01,1.700496e+01,1.949174e+02,4.254270e+01,2.459930e+02,6.301967e-01,1.936082e+02,2.016946e+02,2.568217e+02,6.321359e+01,8.792007e+02,6.148694e+02,2.280481e+03,0.000000e+00,2.349014e-01,1.031437e+00,4.667122e-02,1.073290e-01,4.802673e-01,4.335961e-01,7.797007e+00,5.954309e+00,5.152101e+00,3.560106e+00,9.103625e-02,1.468628e+00,1.040895e+01,1.199708e+00,-1.664067e+01,-6.988066e-01,-8.009275e+00,-1.715644e+00,-1.895024e+01,-6.904362e-01,2.044686e-02,8.539171e-01,1.158349e+00,7.511666e-01,7.952705e+00,4.117137e-01,8.443411e+00,1.028765e+00,3.314692e+01,3.312653e-01,7.221597e+02,2.575437e-01,1.476280e+03,1.444397e-01,-1.539060e+02,-5.322448e-01,1.615040e+03,1.089618e-01,1.217321e+03,2.009132e-01,-1.502407e+02,-5.332599e-01,2.612718e+03,8.637086e-02,1.063870e+03,2.855271e-01,-1.535235e+02,-4.827446e-01,-1.148090e+01,-8.452394e-01,3.050849e+01,3.083807e-01,7.505862e-02,2.206962e-01,-2.120476e-02,-8.626397e-01,2.068768e-01,6.078361e-01,2.408684e+01,4.765705e-01,-2.131825e+01,-6.272214e-01,-1.665596e+01,-1.107786e+00,-2.708327e+01,-5.503807e-01,-2.913164e+00,1.293930e+01,6.195703e-02,6.982601e-03,5.007163e-02,5.613607e+00,-1.508031e+01,-4.705622e+00,-1.616754e+01,3.071672e+00,2.430556e+00,9.999999e-02,6.301927e-02,2.537500e-01,3.299219e-01,-2.732348e+01,senior,f,1.42,L
'train_097',3.473712e+01,7.318412e-02,3.255245e+01,3.494347e+01,3.706821e+01,4.515762e+00,2.330584e+01,7.421780e-01,-1.311355e+01,1.880941e+01,2.067069e+02,1.429360e-01,1.802809e+02,2.069808e+02,2.340350e+02,5.375401e+01,2.989350e+02,3.013306e-01,-1.413522e+02,2.193232e+02,6.433435e-01,4.596209e-01,4.616899e-01,5.063805e-01,8.253471e-01,3.636571e-01,6.110924e+00,3.122888e+00,6.710977e+00,4.350941e+00,2.126992e-01,1.056969e+00,-3.055569e-01,-3.523228e+01,-8.348945e+00,-8.381155e-01,2.525329e+00,2.180060e+00,-1.796553e+01,-7.437194e-01,2.438213e-02,8.121261e-01,1.057024e+00,9.902408e-01,9.386782e+00,3.087263e-01,1.092512e+01,5.942295e-01,2.254579e+01,3.312482e-01,6.679442e+02,2.765606e-01,1.561118e+03,2.160153e-01,-1.557314e+02,-5.089983e-01,1.623540e+03,8.365962e-02,1.195903e+03,2.375006e-01,-1.532417e+02,-5.159869e-01,2.462003e+03,7.237031e-02,1.046023e+03,1.746242e-01,-1.548114e+02,-4.937967e-01,-1.256441e+01,-4.660536e-01,2.046084e+01,3.106708e-01,5.665988e-02,3.434994e-01,-1.563675e-02,-7.345161e-01,4.496789e-01,6.590268e-01,1.567920e+01,4.267251e-01,-3.895355e+00,-2.834956e+00,1.254407e+00,6.604414e+00,-3.668832e+01,-3.375988e-01,3.843210e+00,3.249764e+00,3.694066e-02,1.160489e-02,1.346969e-01,-5.506012e+00,-9.715693e+00,2.863605e+00,-1.172050e+01,1.908397e+00,1.556420e+00,1.525000e-01,1.198697e-01,3.740000e-01,3.884636e-01,-1.905339e+01,senior,f,0.03,NL
'train_098',2.681743e+01,1.476338e-01,2.312911e+01,2.619475e+01,3.096124e+01,7.832129e+00,5.298259e+01,6.047144e+01,3.200314e+01,5.673644e+00,1.334233e+02,2.557398e-01,1.046077e+02,1.248787e+02,1.644452e+02,5.983754e+01,5.902999e+02,6.918532e+02,3.053623e+02,1.175709e+02,4.528042e-01,1.185947e+00,3.568848e-02,1.971066e-01,9.456508e-01,9.099624e-01,7.421295e+00,3.251984e+00,7.304729e+00,4.038117e+00,1.999326e-01,1.595122e+00,1.037764e+01,1.183045e+00,-1.593271e+01,-9.780264e-01,-4.935421e+00,-1.789817e+00,-2.668741e+01,-7.564380e-01,3.530530e-02,1.290590e+00,1.525573e+00,6.440897e-01,4.967297e+00,4.412338e-01,-2.744455e+00,-2.511746e+00,1.513663e+01,6.251094e-01,6.164174e+02,3.006823e-01,1.677128e+03,1.543268e-01,-1.164310e+02,-8.972280e-01,1.487524e+03,1.237780e-01,1.289461e+03,2.839690e-01,-1.177256e+02,-8.695747e-01,2.390532e+03,6.957491e-02,9.204065e+02,2.416974e-01,-1.212466e+02,-8.095186e-01,-8.751841e+00,-3.952184e-01,1.954251e+01,2.875763e-01,9.817517e-02,1.634508e-01,-1.928041e-02,-5.410405e-01,4.336515e-01,8.767272e-01,2.072307e+01,2.966498e-01,-2.630930e+01,-6.672072e-01,-5.897866e+00,-1.928701e+00,-4.208972e+01,-4.662797e-01,-2.281194e+00,9.375772e+00,7.240909e-02,1.174135e-02,6.123782e-02,4.185161e+00,-9.613690e+00,-4.338074e+00,-1.738688e+01,2.006689e+00,1.360544e+00,2.675000e-01,1.091730e-01,2.916667e-01,3.397753e-01,-1.873480e+01,youth,m,0.59,L
'train_099',3.737276e+01,7.032207e-02,3.536772e+01,3.729140e+01,3.900796e+01,3.640240e+00,2.031241e+02,4.173634e+02,4.871687e+01,4.302669e+01,2.410683e+02,1.638803e-01,2.121190e+02,2.370991e+02,2.618521e+02,4.973306e+01,3.232777e+03,6.736606e+03,7.371652e+02,6.990800e+02,3.874169e-01,1.122418e+00,5.758527e-02,2.375593e-01,6.685013e-01,6.109160e-01,7.749156e+00,3.248343e+00,7.456903e+00,4.156649e+00,1.798325e-01,1.322756e+00,9.273573e+00,1.291183e+00,-1.279678e+01,-1.029682e+00,-7.658278e-01,-1.028176e+01,-3.205546e+01,-5.567382e-01,2.738951e-02,8.410881e-01,1.416871e+00,7.401035e-01,8.305540e+00,2.818393e-01,9.087304e+00,9.261565e-01,2.152526e+01,4.926097e-01,6.859882e+02,2.601739e-01,1.503521e+03,1.351259e-01,-1.307234e+02,-6.901627e-01,1.626466e+03,1.046538e-01,1.171887e+03,1.995996e-01,-1.262977e+02,-6.924895e-01,2.496735e+03,7.850794e-02,9.910079e+02,2.233339e-01,-1.282469e+02,-6.631970e-01,-1.153815e+01,-5.697551e-01,2.032480e+01,5.147049e-01,6.926335e-02,2.313938e-01,-2.150729e-02,-4.775140e-01,3.862853e-01,6.534504e-01,1.820444e+01,4.923665e-01,-1.516797e+01,-1.030835e+00,-3.342112e+00,-2.566169e+00,-4.723677e+01,-3.102805e-01,-2.086538e+00,8.288565e+00,5.903905e-02,9.645014e-03,4.891254e-02,3.649597e+00,-1.109437e+01,8.531496e-01,-2.258261e+01,3.012048e+00,2.752294e+00,1.355556e-01,8.001543e-02,2.055555e-01,3.430617e-01,-2.102812e+01,youth,f,0.63,L
'train_100',2.815232e+01,1.478992e-01,2.535505e+01,2.626187e+01,3.441330e+01,9.058249e+00,1.610579e+02,1.753088e+02,1.745572e+01,3.563080e-01,1.442610e+02,2.689423e-01,1.189578e+02,1.253549e+02,2.007481e+02,8.179026e+01,1.515577e+03,1.581982e+03,1.688855e+02,3.857773e+01,2.497231e-01,1.283519e+00,3.985486e-02,8.723029e-02,3.951026e-01,3.552478e-01,7.425797e+00,5.197736e+00,7.498693e+00,5.243341e+00,1.365917e-01,1.666878e+00,1.229610e+01,1.326816e+00,-1.511497e+01,-7.126407e-01,-1.012997e+01,-1.213894e+00,-1.598734e+01,-8.668981e-01,2.626419e-02,8.316786e-01,1.651453e+00,8.159529e-01,5.173261e+00,3.989516e-01,-3.686918e+00,-1.915271e+00,2.857849e+01,3.342414e-01,5.860978e+02,3.627225e-01,1.551095e+03,1.551408e-01,-1.262094e+02,-7.711433e-01,1.485481e+03,1.606956e-01,1.189982e+03,2.102586e-01,-1.283354e+02,-7.196859e-01,2.458733e+03,1.171051e-01,1.093904e+03,2.449664e-01,-1.339582e+02,-6.356307e-01,-1.553433e+01,-3.750735e-01,3.426962e+01,2.408497e-01,8.477351e-02,1.915973e-01,-1.883162e-02,-1.084899e+00,2.911237e-01,9.791017e-01,2.748905e+01,3.579036e-01,-1.647946e+01,-7.987630e-01,-1.699211e+01,-7.762797e-01,-2.528724e+01,-4.962445e-01,-1.527548e+00,1.404725e+01,5.751941e-02,1.539482e-02,5.498006e-02,3.371143e+00,-1.413055e+01,-5.600749e+00,-1.040711e+01,2.845528e+00,2.916667e+00,1.128571e-01,5.469768e-02,2.100000e-01,2.490553e-01,-2.210250e+01,adult,m,-0.11,NL
'train_101',2.300022e+01,3.198038e-02,2.227093e+01,2.311411e+01,2.358587e+01,1.314939e+00,5.700729e+01,6.102699e+01,3.770850e+00,6.584552e+00,1.039233e+02,4.241826e-02,9.954903e+01,1.045140e+02,1.074027e+02,7.853714e+00,3.507764e+02,3.864258e+02,1.956992e+01,3.930334e+01,1.820364e-01,1.057503e+00,3.284195e-02,6.306564e-02,3.938652e-01,3.610232e-01,2.995829e+00,1.923180e+00,2.086522e+00,1.449016e+00,5.499674e-02,1.316894e+00,3.681802e+00,3.514607e+00,-3.123257e+00,-3.175874e+00,-3.263291e+00,-5.333478e+00,-1.400950e+01,-9.800645e-01,2.638041e-02,1.003374e+00,1.445348e+00,9.281035e-01,4.233638e+00,5.181898e-01,-9.148351e+00,-4.153473e-01,1.531358e+01,6.349835e-01,6.701042e+02,3.880044e-01,1.308498e+03,1.468752e-01,-1.745166e+02,-3.923391e-01,1.717075e+03,2.326181e-01,1.003848e+03,2.153716e-01,-1.762004e+02,-3.653938e-01,2.594887e+03,1.443117e-01,9.919155e+02,5.738780e-01,-1.769122e+02,-3.525020e-01,-1.996836e+01,-4.556375e-01,2.766751e+01,3.671082e-01,9.374195e-02,2.332876e-01,-3.587671e-02,-6.825384e-01,1.370018e-01,5.910220e-01,2.539289e+01,2.893407e-01,-7.762035e+00,-2.280815e+00,-2.796627e+01,-6.894263e-01,-3.217206e+01,-3.984576e-01,-2.363615e-01,8.076157e+00,5.367747e-02,1.740583e-02,4.461104e-02,8.015450e-01,-2.513530e+00,4.228126e-02,-1.169045e+01,1.821862e+00,1.022495e+00,1.080000e-01,6.144916e-02,7.066666e-01,1.168427e+00,-3.012958e+01,youth,m,-1.02,NL
'train_102',2.324465e+01,2.032023e-01,2.100173e+01,2.158204e+01,2.410899e+01,3.107260e+00,1.518659e+02,2.007446e+02,1.963970e+02,1.821961e+02,1.105505e+02,4.071954e-01,9.250941e+01,9.566924e+01,1.107043e+02,1.819489e+01,1.002448e+02,1.863715e+02,3.635985e+03,0.000000e+00,1.411172e-01,9.881207e-01,4.588300e-02,5.061339e-02,2.307853e-01,1.849023e-01,1.967401e+00,1.188593e+00,2.541227e+00,1.561134e+00,3.669777e-02,1.329762e+00,1.076758e+01,9.984667e-01,-3.391690e+00,-4.141595e+00,3.493595e+00,2.490379e+00,-2.573494e+01,-9.706376e-01,2.470416e-02,9.835322e-01,9.810681e-01,9.053292e-01,5.414121e+00,1.894725e-01,-9.185424e+00,-1.250223e+00,1.592218e+01,6.289013e-01,4.786138e+02,2.686595e-01,1.363153e+03,1.016085e-01,-1.507153e+02,-5.890645e-01,1.560275e+03,1.214314e-01,9.865222e+02,2.749032e-01,-1.529376e+02,-5.359117e-01,2.437255e+03,8.409875e-02,9.518508e+02,2.552782e-01,-1.523788e+02,-5.437614e-01,-1.837823e+01,-3.253038e-01,2.414784e+01,2.578293e-01,8.359965e-02,1.353230e-01,-1.400980e-02,-6.298239e-01,8.544312e-02,4.560132e-01,2.321998e+01,2.841914e-01,1.396873e+01,6.008539e-01,9.812600e+00,7.109246e-01,-5.796261e+01,-2.368723e-01,-4.114245e+00,1.182407e+01,5.284758e-02,1.345343e-02,2.287884e-02,7.071264e+00,-8.381035e+00,1.655802e+00,-1.645489e+01,1.593626e+00,2.032520e+00,1.080000e-01,5.912698e-02,3.600000e-01,4.024425e-01,-3.079426e+01,youth,m,0.93,L
'train_103',2.933195e+01,1.568225e-01,2.488228e+01,2.872837e+01,3.410720e+01,9.224913e+00,1.827550e+01,1.176469e+01,3.599248e+01,1.233584e+01,1.549760e+02,2.600915e-01,1.157796e+02,1.445486e+02,1.972176e+02,8.143791e+01,1.790134e+02,8.905191e+01,3.377930e+02,1.018760e+02,3.317018e-01,8.211695e-01,9.058974e-02,2.364550e-01,6.408696e-01,5.502798e-01,5.235804e+00,4.404536e+00,2.892171e+00,1.540714e+00,1.093766e-01,1.121924e+00,1.711709e+01,6.287607e-01,-2.061370e+00,-6.579098e+00,4.195309e-01,2.133479e+01,-1.624106e+01,-9.241318e-01,2.127196e-02,1.047172e+00,1.126121e+00,9.318233e-01,7.478252e+00,4.346013e-01,3.747743e+00,1.976871e+00,2.442901e+01,3.271368e-01,5.237480e+02,2.873003e-01,1.371855e+03,1.060835e-01,-1.134528e+02,-8.458722e-01,1.480685e+03,1.339619e-01,1.056324e+03,2.292449e-01,-1.193644e+02,-7.382060e-01,2.439636e+03,6.703067e-02,8.600715e+02,2.227099e-01,-1.217958e+02,-7.021163e-01,-1.688667e+01,-3.574066e-01,2.545797e+01,2.767359e-01,5.764775e-02,3.508444e-01,-1.432697e-02,-9.630458e-01,1.917255e-01,6.299992e-01,2.567584e+01,2.490789e-01,4.716370e+00,2.987031e+00,8.050008e-01,1.422498e+01,-2.302261e+01,-8.302998e-01,-4.904515e+00,1.289678e+01,6.700581e-02,9.235430e-03,4.624252e-02,1.039066e+01,-7.209101e+00,5.545218e-02,-1.085967e+01,2.849003e+00,1.734104e+00,2.483333e-01,8.029459e-02,2.628571e-01,3.271397e-01,-2.370705e+01,senior,m,0.45,L
'train_104',2.664129e+01,8.914660e-02,2.505352e+01,2.589015e+01,2.772964e+01,2.676117e+00,5.959139e+01,7.310358e+00,2.667202e+01,4.487243e+01,1.299672e+02,1.799837e-01,1.169021e+02,1.227062e+02,1.364459e+02,1.954381e+01,5.310696e+02,1.483225e+02,3.192553e+02,4.191911e+02,6.796350e-01,1.182909e+00,4.351805e-02,3.653655e-01,1.393168e+00,1.349650e+00,1.690554e+01,1.432786e+01,2.467325e+01,1.684739e+01,4.362023e-01,1.434896e+00,-2.440079e-01,-6.260641e+01,-1.646238e+01,-9.090800e-01,-8.893519e+00,-1.944110e+00,-1.780717e+01,-1.293494e+00,3.904614e-02,1.686556e+00,2.479807e+00,6.804089e-01,3.550554e+00,5.060679e-01,-1.020924e+01,-9.835585e-01,-1.240277e+00,-6.528553e+00,9.164391e+02,8.586749e-02,1.287233e+03,1.166449e-01,-1.517522e+02,-5.547310e-01,1.771562e+03,8.528835e-02,1.263472e+03,2.153038e-01,-1.528233e+02,-5.298586e-01,2.581446e+03,6.101352e-02,8.983757e+02,1.579075e-01,-1.535729e+02,-5.209210e-01,-8.479028e+00,-9.308034e-01,1.998162e+01,4.846990e-01,9.327427e-02,1.626634e-01,-2.735255e-02,-8.970907e-01,8.634748e-01,6.764323e-01,9.187371e+00,7.755182e-01,-2.878903e+01,-2.841103e-01,-2.396004e+01,-7.764021e-01,-2.995053e+01,-4.120274e-01,-5.260321e+00,1.704488e+01,5.089542e-02,1.362392e-02,3.684903e-01,-2.729744e+00,-1.243100e+01,-4.653269e+00,-1.451294e+01,3.636364e+00,3.255814e+00,6.000000e-02,4.208834e-02,1.975000e-01,2.682699e-01,-1.363805e+01,youth,m,0.05,NL
