@relation GenevaExtended_2014_Acoustic_Parameters_Functionals_personality-likeability.TestFilter-weka.filters.unsupervised.attribute.Remove-R106

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute F0linearHz_sma3nz_amean numeric
@attribute F0linearHz_sma3nz_stddevNorm numeric
@attribute F0linearHz_sma3nz_percentile20.0 numeric
@attribute F0linearHz_sma3nz_percentile50.0 numeric
@attribute F0linearHz_sma3nz_percentile80.0 numeric
@attribute F0linearHz_sma3nz_pctlrange0-2 numeric
@attribute F0linearHz_sma3nz_meanRisingSlope numeric
@attribute F0linearHz_sma3nz_stddevRisingSlope numeric
@attribute F0linearHz_sma3nz_meanFallingSlope numeric
@attribute F0linearHz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute mfcc1UV_sma3nz_amean numeric
@attribute mfcc2UV_sma3nz_amean numeric
@attribute mfcc3UV_sma3nz_amean numeric
@attribute mfcc4UV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute age {youth,adult,senior}
@attribute gender {m,f}
@attribute likeability {L,NL}

@data
train_392,27.35465,0.059888,25.3075,27.6552,28.72763,3.42013,44.13486,19.57936,7.251765,6.79784,134.1163,0.093033,118.6358,135.8586,144.5424,25.90662,304.623,125.7763,54.7552,48.24564,0.249161,1.017159,0.053117,0.102153,0.497912,0.444795,5.573036,2.670381,4.655068,3.971287,0.079658,1.262038,11.57655,0.881941,-16.54556,-0.769574,-13.52146,-1.31061,-21.53651,-0.781821,0.03091,1.226342,1.496047,0.775998,5.597237,0.391827,-9.793351,-0.454763,18.90403,0.382809,662.559,0.418042,1600.77,0.236798,-132.7621,-0.740027,1530.414,0.165237,1190.849,0.179294,-132.7719,-0.730228,2524.839,0.071266,1024.119,0.174567,-138.0381,-0.645266,-10.71644,-0.415485,29.81916,0.26182,0.1018,0.112658,-0.025777,-1.030823,0.182605,0.46499,20.35694,0.359181,-25.00809,-0.507953,-24.59561,-1.027525,-33.34812,-0.499461,-4.012512,14.36611,0.070574,0.008471,0.034998,7.652086,-12.66493,-8.505911,-16.39049,2.821317,1.910828,0.155,0.115578,0.297143,0.35119,-26.42373,senior,m,NL
devel_011,36.44184,0.044703,34.93132,36.52681,38.50949,3.578178,52.16593,44.59181,7.992787,1.07283,226.6922,0.094027,206.8304,226.7979,254.3173,47.48694,695.9989,578.002,107.1679,19.43951,0.152715,1.105942,0.033732,0.071977,0.25467,0.220938,2.718521,1.915445,2.887165,1.53496,0.0421,1.35977,14.57172,0.86652,-13.4643,-1.00828,-10.29041,-0.743453,-6.857933,-1.836362,0.018832,0.925712,1.34882,0.729398,9.394806,0.26962,9.33615,1.049107,29.27134,0.322673,600.9317,0.287044,1609.292,0.245131,-139.3318,-0.62107,1493.084,0.167463,1230.712,0.197106,-132.4463,-0.647881,2427.521,0.127036,1021.446,0.272446,-137.0913,-0.582205,-13.53703,-0.741066,31.47068,0.290582,0.078904,0.203658,-0.007689,-1.814859,0.079276,0.600994,26.59678,0.32749,-14.51451,-1.259099,-10.93021,-0.654313,-15.94769,-0.907895,-3.347683,15.72841,0.055862,0.013633,0.021236,7.864851,-12.81526,-9.962262,-1.501789,3.212851,2.04918,0.172,0.117712,0.245,0.292504,-32.48207,youth,f,NL
devel_020,38.10183,0.221433,32.67288,35.94934,37.64071,4.967823,149.6176,122.2207,4.27054,10.68914,289.4857,0.698401,181.5359,219.3679,241.8947,60.35889,727.2851,0,-884.5525,0,0.297246,1.426085,0.021663,0.106464,0.484137,0.462474,6.817636,3.99456,11.41636,11.04586,0.157756,1.54421,11.17719,1.856508,-0.307174,-54.41558,-7.959017,-1.476778,-10.34119,-1.180561,0.018703,1.005757,1.513549,0.894815,7.961336,0.368895,1.681961,5.929764,22.03323,1.196583,804.4714,0.182027,1359.747,0.288721,-162.9203,-0.461753,1708.071,0.097811,1159.546,0.346156,-160.6628,-0.464575,2701.608,0.071274,1122.865,0.335743,-161.1879,-0.450666,-7.348606,-2.107131,21.5177,1.007953,0.061323,0.401347,-0.018042,-0.898778,0.404878,0.651591,18.71484,1.065565,-14.75819,-1.700081,-15.74565,-0.622373,-16.71618,-0.812245,-9.238047,18.74529,0.034866,0.007868,0.091708,9.350529,3.712883,-5.835785,-8.799164,2.320186,1.877934,0.10625,0.042408,0.36,0.553072,-21.91147,youth,f,L
devel_030,36.1053,0.142881,32.24608,35.56734,37.37362,5.127544,287.5505,182.3112,15.32322,64.68065,234.4453,0.434027,177.115,214.5832,238.1705,61.05553,5480.195,4439.799,-488.0397,1060.629,0.483398,1.103582,0.030655,0.277986,1.03946,1.008805,10.34724,5.879665,8.622189,4.515742,0.222414,1.354192,4.238515,3.764224,-14.15321,-1.346485,-17.59595,-0.86251,-3.556567,-4.586719,0.028754,1.885804,1.439034,0.80167,7.32236,0.431618,-2.616905,-3.132744,20.50255,0.848161,779.4171,0.224595,1339.944,0.17597,-114.7589,-0.865709,1626.082,0.127061,1054.388,0.138668,-117.0308,-0.799907,2708.488,0.068568,959.8829,0.398306,-121.3821,-0.731696,-8.453298,-1.440265,23.27745,0.722589,0.082086,0.202476,-0.01917,-0.961019,0.421617,0.70468,15.83923,1.033502,-20.88117,-1.066391,-29.65713,-0.408129,-8.635943,-2.164829,2.455843,6.808393,0.051394,0.01993,0.078745,-4.286739,-9.538469,-9.072946,0.074686,3.082192,2.090592,0.195,0.192505,0.224286,0.292128,-18.71401,youth,f,L
devel_034,36.03459,0.064838,34.03992,36.6871,37.40965,3.36972,34.41582,20.29168,22.56843,14.54461,222.4328,0.130437,196.4911,228.9694,238.666,42.17487,442.4948,247.087,297.1236,213.8515,0.345145,1.263528,0.030079,0.163023,0.592697,0.562617,9.592038,4.83118,10.47814,8.827225,0.146367,1.33745,2.992917,5.456202,3.592014,3.576519,-6.619981,-1.271289,-21.10647,-1.018282,0.021808,0.756837,1.568462,0.883521,8.946737,0.249675,10.76464,0.757501,20.54515,0.48802,666.7645,0.213002,1384.877,0.152643,-134.0427,-0.647069,1689.022,0.118925,960.8148,0.279493,-135.8736,-0.60424,2615.583,0.067776,954.2104,0.16917,-135.6585,-0.606621,-13.41667,-0.633665,19.06296,0.539387,0.064182,0.272737,-0.023921,-0.627854,0.316412,0.603276,17.39149,0.644869,3.445098,4.936928,-9.395889,-0.940851,-42.03756,-0.401122,2.097528,1.742854,0.041177,0.01994,0.053565,-4.877999,3.725417,-4.976786,-9.672667,3.519062,2.678571,0.125555,0.087192,0.204,0.31078,-22.20359,youth,f,L
devel_036,37.40837,0.116614,34.1044,35.84629,38.89576,4.791359,41.99615,30.88472,38.80816,30.77217,247.6458,0.301534,197.2066,218.0558,260.0729,62.8663,692.2934,587.8749,608.519,551.6877,0.47421,1.068349,0.128639,0.195519,0.757403,0.628764,10.55382,4.365641,11.0944,7.016726,0.226748,1.373261,6.563781,1.257915,-21.51223,-0.53766,-12.70165,-0.867476,-25.80683,-0.612064,0.024905,1.040391,1.353421,0.781258,8.539639,0.321282,4.248276,1.495373,23.68135,0.432009,767.4586,0.217568,1368.06,0.147152,-135.0179,-0.713826,1705.19,0.102393,1014.205,0.207612,-133.1063,-0.694843,2698.32,0.067543,973.2767,0.400303,-136.1352,-0.647506,-13.76469,-0.532939,25.61797,0.321315,0.090625,0.184666,-0.025726,-0.603696,0.557617,0.577226,14.59881,0.475073,-24.52132,-0.667136,-24.29845,-0.312556,-39.72338,-0.433076,-1.290832,10.9716,0.072082,0.008071,0.066333,2.760525,-20.27258,-6.788098,-18.83674,2.592592,1.886793,0.168,0.060465,0.283333,0.367091,-18.29881,youth,f,L
devel_048,33.58607,0.113154,32.44371,33.51038,34.23608,1.792366,449.417,0,15.66971,14.76121,196.0101,0.228343,179.2061,190.5335,198.6899,19.48378,3582.555,0,171.4722,163.3192,0.28705,1.227303,0.032471,0.117267,0.51635,0.483879,7.262996,3.419975,7.197289,4.486381,0.118075,1.397151,10.36596,1.099007,-3.291114,-4.327832,-2.52124,-3.061816,-15.35134,-1.1105,0.018597,0.987418,1.698461,0.98153,7.486377,0.342403,4.747835,1.763976,18.00612,0.550243,601.084,0.243413,1497.758,0.144387,-158.4382,-0.485045,1516.85,0.105158,1140.451,0.242173,-158.4666,-0.473525,2505.255,0.069273,978.9583,0.234328,-160.4234,-0.446151,-10.19409,-0.701238,19.78177,0.383315,0.066459,0.228617,-0.011731,-1.357768,0.312471,0.757898,20.40876,0.417105,-10.95591,-1.652234,-1.750606,-5.350386,-27.11378,-0.738462,-4.304393,12.49906,0.053679,0.011816,0.06607,7.740818,-1.223944,-2.746943,-12.21889,3.115265,2.21519,0.091429,0.060339,0.29625,0.320817,-25.08359,youth,f,NL
devel_061,35.12497,0.043665,34.05145,34.95061,36.19242,2.14098,13.28366,4.296914,18.79799,4.432353,210.0017,0.090401,196.596,207.0678,222.5423,25.94633,169.9378,61.49345,233.6995,62.19342,0.106541,1.155078,0.023921,0.036578,0.16224,0.138319,2.511332,1.070112,3.59579,1.779806,0.024635,1.35029,3.901746,2.730159,-6.09531,-2.844679,-8.315212,-1.165499,-15.65501,-1.142818,0.02822,0.739164,2.007902,0.647751,7.008438,0.259532,2.546973,3.200511,21.46423,0.401773,771.7474,0.179542,1372.232,0.107743,-137.376,-0.662724,1705.968,0.076061,1078.228,0.129981,-137.4146,-0.636357,2588.15,0.061114,1057.717,0.290052,-139.7956,-0.601309,-8.334813,-1.048664,20.47365,0.434091,0.086157,0.195493,-0.007842,-2.514673,0.054831,0.640683,12.13508,0.73423,-19.047,-1.211825,-16.3056,-0.660034,-30.15611,-0.572742,-2.313682,9.968829,0.038351,0.018076,0.0111,0.187922,0.028987,-4.734069,-9.32081,3.610108,2.573529,0.115714,0.105134,0.22,0.325384,-38.72172,youth,f,L
devel_064,36.10567,0.117861,34.60992,35.42064,36.10978,1.499859,399.8853,0,-153.2234,112.1089,231.6273,0.450307,203.0521,212.7595,221.4282,18.37605,692.1585,0,-7918.687,0,0.27924,1.171147,0.038268,0.133276,0.504613,0.466345,8.094884,6.995291,7.888422,5.333869,0.08836,1.418159,0.267933,57.85313,-14.97329,-0.90045,-0.425922,-25.68523,-19.3763,-0.751504,0.022596,1.150177,1.62563,0.758935,7.524878,0.462311,6.978289,1.192545,25.67571,0.354029,841.8195,0.174683,1464.969,0.188934,-139.7807,-0.624282,1722.486,0.090447,1342.134,0.379722,-137.705,-0.619643,2552.05,0.095624,1225.526,0.474792,-140.7826,-0.575638,-7.461225,-1.234937,22.77301,0.480139,0.074785,0.220089,-0.005229,-3.056802,0.175141,0.74858,15.50096,0.832862,-21.35137,-0.893381,-8.437605,-1.608139,-25.10821,-0.730763,4.700187,3.872096,0.06049,0.026084,0.047935,-6.965611,-11.88716,3.449005,-16.63808,4.166667,2.702703,0.112857,0.066701,0.20625,0.245303,-26.16706,youth,f,NL
devel_082,33.8032,0.066722,31.40296,34.56786,35.85081,4.447855,45.46992,25.48708,20.9225,8.688108,195.4454,0.130567,168.7525,202.5449,218.1238,49.37131,556.3253,318.5071,248.1367,94.98161,0.323456,1.10225,0.046605,0.11929,0.668404,0.621799,8.681634,4.333529,8.122302,4.801056,0.1501,1.350367,12.59576,1.11631,-2.319147,-6.058701,-8.613258,-1.141136,-12.40905,-0.845552,0.033096,0.939008,1.482157,0.84946,7.660955,0.456954,0.536272,13.8353,31.4488,0.218904,697.4561,0.253343,1504.828,0.144262,-149.849,-0.548488,1587.058,0.113297,1156.28,0.27042,-152.1843,-0.504602,2622.218,0.063128,942.9191,0.253501,-155.4007,-0.45966,-14.19155,-0.532668,30.30278,0.320256,0.063806,0.338977,-0.02365,-0.741279,0.320562,0.603613,25.28414,0.423066,-13.66756,-1.114498,-16.95872,-0.780844,-18.4612,-0.817384,-5.418831,12.87668,0.04869,0.006033,0.094125,8.01055,1.736232,-5.670062,-10.25331,2.439024,2.48227,0.097143,0.055218,0.24875,0.411079,-22.88011,youth,f,L
devel_101,39.37538,0.037238,38.45803,38.73724,40.1077,1.649666,23.51215,11.8926,12.54821,19.16855,268.3731,0.090273,253.5657,257.6874,278.9134,25.34763,380.7564,212.2936,182.1611,304.6439,0.296566,1.07267,0.074558,0.11228,0.477517,0.402959,7.080647,4.231667,5.514484,2.27835,0.122205,1.390473,1.718463,6.579813,-3.690651,-2.079754,-12.42774,-0.543115,-35.25757,-0.545515,0.032157,0.774077,1.588005,0.801412,8.737816,0.441806,16.89197,0.333201,24.97186,0.343406,703.1113,0.197751,1325.057,0.127767,-156.1432,-0.497266,1747.234,0.065827,931.9457,0.244085,-156.5026,-0.469223,2661.032,0.067245,1066.971,0.285745,-156.7596,-0.466067,-12.25713,-0.687436,16.44897,0.499404,0.085436,0.185993,-0.03431,-0.445055,0.264331,0.605083,12.81346,0.780092,-3.113314,-3.34153,-14.35112,-0.566421,-57.53412,-0.245138,-0.730037,4.616601,0.066891,0.000855,0.077183,-1.8806,-3.992897,-11.74943,-28.14846,2.621723,2.290076,0.098333,0.073352,0.271429,0.342196,-25.1634,youth,f,NL
devel_102,37.35773,0.053675,34.775,37.48569,38.79361,4.018604,47.47002,50.5056,21.23307,5.990707,239.5694,0.115607,204.9731,239.7214,258.5465,53.57336,682.7626,679.8469,309.7419,92.61399,0.239233,1.227484,0.029077,0.085899,0.435407,0.40633,7.975285,3.773916,8.6831,5.26431,0.08797,1.406548,10.02362,1.27162,-4.008568,-3.815506,-4.297359,-2.370651,-14.09399,-1.240024,0.024512,0.767787,1.767553,0.865999,8.320194,0.26004,2.99111,2.080002,19.68936,0.435327,750.3462,0.172112,1360.2,0.127434,-129.6154,-0.690691,1683.165,0.092991,1050.735,0.196701,-127.9364,-0.67217,2612.932,0.077143,988.6768,0.251003,-130.8055,-0.630283,-11.161,-0.789524,22.37022,0.535391,0.072316,0.27281,-0.016221,-1.077541,0.189138,0.666877,16.35544,0.756331,-14.78328,-1.145077,-10.19746,-1.063406,-26.30171,-0.689778,-5.263808,11.81416,0.040076,0.01511,0.024527,6.491927,3.182408,-0.538768,-6.409804,3.690037,2.631579,0.141429,0.110638,0.19,0.317096,-28.02404,youth,f,L
devel_107,36.25241,0.074132,33.68668,36.29243,37.7487,4.062016,138.7909,191.7332,-4.4647,16.01432,226.1934,0.179415,192.489,223.7488,243.3833,50.8943,2109.369,2338.264,-211.2327,315.467,0.246104,1.258726,0.046641,0.127824,0.398802,0.35216,6.585126,3.771471,6.885139,3.90175,0.100762,1.59032,11.91604,1.072009,-8.101773,-1.767276,-21.84277,-0.434822,-27.392,-0.653034,0.020843,1.007754,1.514901,0.697828,9.17312,0.284825,5.094351,2.112054,27.2612,0.295225,766.8018,0.196105,1370.388,0.187421,-104.73,-0.90409,1760.281,0.130595,1065.066,0.309523,-108.2264,-0.814884,2675.38,0.070161,946.791,0.309517,-110.4519,-0.778167,-17.23685,-0.393859,25.12499,0.3412,0.083809,0.189947,-0.029211,-0.60323,0.173734,1.078123,19.6165,0.533592,-7.724388,-2.072159,-24.39159,-0.379729,-38.07693,-0.407777,-7.556068,15.61969,0.06364,0.000726,0.032144,4.680754,-8.21248,-19.35196,-17.57809,2.848101,2.580645,0.1775,0.160137,0.131818,0.087159,-23.56364,youth,f,NL
devel_113,39.18964,0.18067,35.26994,37.27308,39.02666,3.756721,135.8448,119.9168,2.823633,8.737308,297.8347,0.68277,210.9246,236.7942,262.04,51.11542,3707.209,3458.84,-155.9888,263.5543,0.508671,1.273906,0.035434,0.167658,1.059302,1.023868,9.48405,5.116309,12.15242,5.473536,0.254955,1.521877,-0.053953,-254.9153,-14.55508,-1.098674,-3.721909,-2.83594,-24.10201,-0.787392,0.016819,0.748996,1.604461,0.999167,7.844253,0.503114,5.551484,1.646413,20.54318,0.554039,721.9134,0.292527,1419.999,0.243822,-150.9922,-0.563389,1627.145,0.114604,1229.99,0.182076,-140.5448,-0.621884,2487.026,0.063083,1095.667,0.225122,-142.704,-0.591332,-5.019451,-2.435237,18.87465,0.643416,0.082171,0.204229,-0.016476,-1.086617,0.629744,0.628693,7.774412,2.129393,-20.45866,-0.977622,-10.54388,-1.15003,-38.02193,-0.604974,3.095207,6.048398,0.058576,0.015208,0.095083,-3.480533,-12.25968,-0.873125,-18.42773,2.564103,2.312139,0.12125,0.058189,0.257778,0.34318,-16.92633,youth,f,NL
devel_117,34.3738,0.045918,32.99928,33.66486,35.78039,2.781116,56.60362,54.56097,15.15218,12.49399,201.1427,0.094719,184.9905,192.2413,217.2381,32.2476,664.9158,653.0994,185.7622,163.6041,0.270949,1.14037,0.02961,0.125285,0.514371,0.484761,6.375938,3.636291,7.233075,3.226374,0.093979,1.254195,10.9469,0.955298,-9.129632,-1.558816,-5.870124,-1.208421,-25.11597,-0.820731,0.026265,1.000443,1.736299,0.671364,6.951609,0.318475,4.967796,1.428989,22.48195,0.414775,707.6592,0.192732,1482.86,0.115423,-119.7395,-0.77794,1660.255,0.068635,1132.962,0.219128,-120.108,-0.756918,2538.025,0.069969,1042.856,0.223936,-123.6066,-0.70243,-9.280181,-0.609773,20.02052,0.434396,0.071486,0.203146,-0.017433,-0.719128,0.19885,0.558887,17.93236,0.48665,-15.24763,-1.207978,-2.427926,-3.072475,-41.75207,-0.424472,-5.085684,12.11374,0.055084,0.006378,0.021911,6.273852,-4.845502,-8.226194,-13.86527,3.928571,2.909091,0.13375,0.069271,0.1875,0.324721,-26.8572,youth,f,L
devel_124,34.76927,0.044975,34.55649,35.00766,35.76355,1.207066,51.19612,58.06033,23.37889,21.90864,205.7061,0.084215,202.402,207.7478,217.0158,14.61375,563.7203,618.3854,258.8748,230.2554,0.445442,1.302027,0.078808,0.121466,0.731254,0.652445,14.25427,9.657655,13.13142,7.424149,0.224802,1.612343,9.514426,0.947786,-17.62113,-0.544467,-8.43122,-0.96785,-19.10736,-0.822581,0.018836,1.080423,1.40141,0.772095,7.510903,0.301654,2.540389,3.309655,21.22841,0.390178,775.7059,0.21836,1446.293,0.11533,-122.6333,-0.775599,1649.401,0.093489,1202.869,0.240392,-122.9757,-0.745212,2580.38,0.078342,1023.906,0.29083,-126.1167,-0.697554,-8.556907,-0.612266,21.49745,0.419248,0.081357,0.207439,-0.010261,-1.578808,0.469286,0.95926,15.28625,0.618198,-22.69628,-0.501219,-12.59158,-0.800835,-27.60205,-0.642979,-2.491531,11.3944,0.059701,0.008295,0.075778,5.981954,-14.57103,-5.841473,-13.79046,2.788845,2.845528,0.128571,0.062204,0.17625,0.237378,-17.77443,youth,f,NL
devel_127,35.5576,0.031032,34.50837,35.51873,36.37318,1.864819,15.72895,13.66494,11.59636,4.449906,214.8983,0.064913,201.8414,213.9727,224.8263,22.98489,202.7081,185.6676,149.7421,60.10292,0.200906,0.990482,0.036312,0.104636,0.374767,0.338455,3.169264,1.522715,4.078211,2.148268,0.051331,1.352267,9.932941,1.540913,-8.902085,-1.575363,-11.00467,-0.925925,-14.44956,-1.112568,0.023668,0.954903,1.485343,0.842394,8.264629,0.500196,2.872417,2.386252,27.59632,0.3866,742.2448,0.186434,1379.055,0.12732,-126.8746,-0.735401,1699.562,0.15036,1025.825,0.201312,-128.2052,-0.683919,2641.437,0.081554,969.0917,0.374218,-132.2181,-0.626199,-13.70682,-0.502329,26.80839,0.366013,0.081545,0.23924,-0.021303,-0.690111,0.097481,0.723977,24.62125,0.369501,-15.23715,-1.152929,-19.4484,-0.519526,-24.06959,-0.725409,-0.989052,8.043386,0.054261,0.017509,0.022651,0.782589,-4.984383,-5.754679,-8.685974,2.721089,1.730104,0.218,0.087955,0.281667,0.349686,-30.24886,youth,f,NL
devel_148,35.23595,0.067267,33.01036,34.59892,36.96864,3.958282,46.33506,7.499601,35.38445,19.34415,212.6196,0.149672,185.1086,202.9007,232.6693,47.56067,568.7468,117.898,505.243,312.7601,0.184957,1.138244,0.053787,0.077548,0.303017,0.24923,4.346507,3.24314,4.260511,3.588378,0.063313,1.597217,4.114707,2.52687,-20.1554,-0.524648,-6.03884,-1.312581,-8.590288,-2.360487,0.061765,0.803626,2.501406,0.671498,5.641926,0.403002,-3.169295,-2.836773,19.74349,0.489022,802.5118,0.211507,1515.096,0.1401,-145.4748,-0.589087,1662.415,0.104349,1174.939,0.083921,-146.6157,-0.557291,2569.899,0.081849,1069.157,0.245622,-149.1329,-0.520024,-6.041232,-1.00495,20.93782,0.444771,0.073209,0.227509,-0.006257,-2.630242,0.161369,0.860363,11.13386,0.899461,-25.63009,-0.549785,-10.33651,-0.838141,-24.59647,-0.672624,-0.131703,13.6114,0.04995,0.020571,0.028424,1.656153,-17.97018,-4.553385,-2.966148,3.296703,3.389831,0.071667,0.040586,0.2,0.266333,-30.972,youth,f,L
devel_156,38.62305,0.023264,37.86369,38.1829,39.66901,1.805328,20.46014,16.43735,1.404071,5.148248,256.3498,0.053108,245.0051,249.5965,271.9378,26.93274,309.3527,255.3058,20.91782,79.07037,0.403649,1.293744,0.061509,0.107812,0.729356,0.667847,10.69643,6.132402,12.04827,5.730693,0.223925,1.448477,14.62636,0.573863,-2.695715,-4.8137,0.067025,199.9598,-13.92464,-1.373594,0.021671,0.794123,1.187847,0.669834,9.430629,0.249249,7.164554,1.715903,27.97664,0.384296,739.261,0.159597,1383.686,0.128616,-146.8802,-0.579591,1737.941,0.101117,1003.998,0.168213,-144.9303,-0.569557,2701.429,0.069877,1023.479,0.321143,-148.0159,-0.525811,-16.33023,-0.538988,26.66297,0.382715,0.067506,0.280116,-0.031052,-0.457873,0.56231,0.609347,19.82823,0.48474,-12.82571,-1.43357,-15.01282,-0.49534,-34.37978,-0.502952,-7.949559,15.43112,0.0209,0.005562,0.082038,12.44873,1.616861,6.315895,-5.467468,2.713178,1.581028,0.1825,0.04657,0.342,0.496121,-17.99454,youth,f,NL
devel_159,34.78043,0.075403,32.6423,33.86384,37.43906,4.796761,22.92827,19.16388,30.04939,11.62392,207.7429,0.174668,181.2231,194.4884,239.1008,57.87767,438.3691,304.5223,525.934,116.5503,0.141909,1.270326,0.027972,0.034054,0.230608,0.202637,4.383485,2.485629,3.674462,2.402187,0.035365,1.553277,8.160472,1.630956,-2.452005,-5.7382,-0.860844,-10.48726,-11.21947,-1.370965,0.024948,1.077359,1.523345,0.860262,8.870446,0.248317,3.860577,2.274716,24.08695,0.408481,657.9955,0.23753,1498.937,0.156025,-137.5081,-0.644804,1618.637,0.116572,1166.692,0.248871,-135.6661,-0.633105,2544.317,0.118322,1034.338,0.28232,-138.5802,-0.591667,-13.23506,-0.617684,25.63784,0.419522,0.065452,0.257592,-0.0108,-1.402342,0.084651,0.786125,22.56971,0.434302,-7.170389,-2.690304,-1.607247,-7.829523,-25.10102,-0.616559,-0.715847,7.001813,0.041516,0.020972,0.009645,0.691959,0.066489,-0.478257,-3.874673,2.788845,1.626016,0.2075,0.12696,0.308,0.386647,-31.89899,youth,f,L
