@relation 'GenevaExtended_2014_Acoustic_Parameters_Functionals_over_full_input: -C 0'

@attribute name string
@attribute F0semitoneFrom27.5Hz_sma3nz_amean numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevNorm numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile20.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile50.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_percentile80.0 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2 numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope numeric
@attribute F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope numeric
@attribute F0linearHz_sma3nz_amean numeric
@attribute F0linearHz_sma3nz_stddevNorm numeric
@attribute F0linearHz_sma3nz_percentile20.0 numeric
@attribute F0linearHz_sma3nz_percentile50.0 numeric
@attribute F0linearHz_sma3nz_percentile80.0 numeric
@attribute F0linearHz_sma3nz_pctlrange0-2 numeric
@attribute F0linearHz_sma3nz_meanRisingSlope numeric
@attribute F0linearHz_sma3nz_stddevRisingSlope numeric
@attribute F0linearHz_sma3nz_meanFallingSlope numeric
@attribute F0linearHz_sma3nz_stddevFallingSlope numeric
@attribute loudness_sma3_amean numeric
@attribute loudness_sma3_stddevNorm numeric
@attribute loudness_sma3_percentile20.0 numeric
@attribute loudness_sma3_percentile50.0 numeric
@attribute loudness_sma3_percentile80.0 numeric
@attribute loudness_sma3_pctlrange0-2 numeric
@attribute loudness_sma3_meanRisingSlope numeric
@attribute loudness_sma3_stddevRisingSlope numeric
@attribute loudness_sma3_meanFallingSlope numeric
@attribute loudness_sma3_stddevFallingSlope numeric
@attribute spectralFlux_sma3_amean numeric
@attribute spectralFlux_sma3_stddevNorm numeric
@attribute mfcc1_sma3_amean numeric
@attribute mfcc1_sma3_stddevNorm numeric
@attribute mfcc2_sma3_amean numeric
@attribute mfcc2_sma3_stddevNorm numeric
@attribute mfcc3_sma3_amean numeric
@attribute mfcc3_sma3_stddevNorm numeric
@attribute mfcc4_sma3_amean numeric
@attribute mfcc4_sma3_stddevNorm numeric
@attribute jitterLocal_sma3nz_amean numeric
@attribute jitterLocal_sma3nz_stddevNorm numeric
@attribute shimmerLocaldB_sma3nz_amean numeric
@attribute shimmerLocaldB_sma3nz_stddevNorm numeric
@attribute HNRdBACF_sma3nz_amean numeric
@attribute HNRdBACF_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-H2_sma3nz_amean numeric
@attribute logRelF0-H1-H2_sma3nz_stddevNorm numeric
@attribute logRelF0-H1-A3_sma3nz_amean numeric
@attribute logRelF0-H1-A3_sma3nz_stddevNorm numeric
@attribute F1frequency_sma3nz_amean numeric
@attribute F1frequency_sma3nz_stddevNorm numeric
@attribute F1bandwidth_sma3nz_amean numeric
@attribute F1bandwidth_sma3nz_stddevNorm numeric
@attribute F1amplitudeLogRelF0_sma3nz_amean numeric
@attribute F1amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F2frequency_sma3nz_amean numeric
@attribute F2frequency_sma3nz_stddevNorm numeric
@attribute F2bandwidth_sma3nz_amean numeric
@attribute F2bandwidth_sma3nz_stddevNorm numeric
@attribute F2amplitudeLogRelF0_sma3nz_amean numeric
@attribute F2amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute F3frequency_sma3nz_amean numeric
@attribute F3frequency_sma3nz_stddevNorm numeric
@attribute F3bandwidth_sma3nz_amean numeric
@attribute F3bandwidth_sma3nz_stddevNorm numeric
@attribute F3amplitudeLogRelF0_sma3nz_amean numeric
@attribute F3amplitudeLogRelF0_sma3nz_stddevNorm numeric
@attribute alphaRatioV_sma3nz_amean numeric
@attribute alphaRatioV_sma3nz_stddevNorm numeric
@attribute hammarbergIndexV_sma3nz_amean numeric
@attribute hammarbergIndexV_sma3nz_stddevNorm numeric
@attribute slopeV0-500_sma3nz_amean numeric
@attribute slopeV0-500_sma3nz_stddevNorm numeric
@attribute slopeV500-1500_sma3nz_amean numeric
@attribute slopeV500-1500_sma3nz_stddevNorm numeric
@attribute spectralFluxV_sma3nz_amean numeric
@attribute spectralFluxV_sma3nz_stddevNorm numeric
@attribute mfcc1V_sma3nz_amean numeric
@attribute mfcc1V_sma3nz_stddevNorm numeric
@attribute mfcc2V_sma3nz_amean numeric
@attribute mfcc2V_sma3nz_stddevNorm numeric
@attribute mfcc3V_sma3nz_amean numeric
@attribute mfcc3V_sma3nz_stddevNorm numeric
@attribute mfcc4V_sma3nz_amean numeric
@attribute mfcc4V_sma3nz_stddevNorm numeric
@attribute alphaRatioUV_sma3nz_amean numeric
@attribute hammarbergIndexUV_sma3nz_amean numeric
@attribute slopeUV0-500_sma3nz_amean numeric
@attribute slopeUV500-1500_sma3nz_amean numeric
@attribute spectralFluxUV_sma3nz_amean numeric
@attribute mfcc1UV_sma3nz_amean numeric
@attribute mfcc2UV_sma3nz_amean numeric
@attribute mfcc3UV_sma3nz_amean numeric
@attribute mfcc4UV_sma3nz_amean numeric
@attribute loudnessPeaksPerSec numeric
@attribute VoicedSegmentsPerSec numeric
@attribute MeanVoicedSegmentLengthSec numeric
@attribute StddevVoicedSegmentLengthSec numeric
@attribute MeanUnvoicedSegmentLength numeric
@attribute StddevUnvoicedSegmentLength numeric
@attribute equivalentSoundLevel_dBp numeric
@attribute Speaker_ID {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,207,208,210,211,212,213,214,215,216,217,218,219,220,222,223,224,225,226,227,228,229,230}
@attribute Gender {m,f}
@attribute Extraversion {E,NE}
@attribute Agreeableness {A,NA}
@attribute Conscientiousness {C,NC}
@attribute Neuroticism {N,NN}
@attribute Openness {O,NO}

@data
devel_152,32.28446,0.069976,30.27128,32.03413,34.61423,4.342943,86.33507,86.88367,20.02416,13.99947,179.0511,0.132454,158.0336,174.9759,203.0902,45.05653,833.9304,792.0975,210.861,162.8829,0.453176,0.527111,0.258371,0.414065,0.621336,0.362964,7.10442,3.982151,5.551035,3.599404,0.153248,0.770105,16.18972,1.001429,1.82771,7.334621,-4.657053,-2.970155,-14.47089,-0.988972,0.023335,1.351205,1.201061,0.920651,8.352577,0.319851,7.047258,1.29461,29.01204,0.319876,582.2863,0.314468,1457.702,0.140719,-96.3642,-0.97215,1517.826,0.12731,1138.066,0.263479,-100.8487,-0.850541,2492.658,0.083795,966.3353,0.325158,-104.2995,-0.793774,-16.3229,-0.520651,25.80265,0.369626,0.068606,0.301714,-0.015775,-1.180549,0.179719,0.676029,24.40282,0.469084,4.209137,3.553227,-8.072335,-1.925808,-19.741,-0.731975,-2.456838,11.6608,0.040389,0.006321,0.121066,5.853057,-0.682403,-0.048462,-8.110445,4.904905,2.719033,0.193704,0.143066,0.1664,0.141983,-23.70135,179,m,NE,NA,NC,N,NO
devel_153,25.97006,0.072763,24.47595,25.67853,27.5471,3.07115,126.8025,160.7634,26.86995,20.08539,124.0155,0.110858,113.1242,121.2004,135.0362,21.91204,915.7838,1185.815,199.6287,164.642,0.541981,0.572536,0.222352,0.536465,0.827744,0.605392,9.494894,4.371085,8.707548,4.56649,0.199457,0.729925,11.97686,1.268766,14.1433,1.03338,-1.656515,-8.348994,-5.18339,-1.953957,0.033608,0.92433,1.465563,0.894691,5.212056,0.358883,6.522767,0.768792,24.55496,0.284185,646.6796,0.369505,1402.085,0.187145,-92.85575,-0.97548,1639.382,0.155279,1108.575,0.338723,-99.52082,-0.84862,2562.558,0.071471,1008.64,0.456777,-99.10849,-0.855812,-13.54675,-0.471532,19.94302,0.335399,0.03854,0.564344,-0.01231,-1.281817,0.226439,0.632236,19.2844,0.457043,20.16913,0.644975,-3.655442,-4.101796,-7.307467,-1.482884,-2.549165,10.54475,0.026542,0.007677,0.168917,3.14201,6.743086,0.844142,-2.542039,6.306306,3.31992,0.158788,0.179304,0.118529,0.099945,-22.75927,213,m,E,NA,C,N,NO
devel_154,29.63455,0.120857,26.39782,28.55234,33.64871,7.250896,194.0614,304.064,52.16912,46.62734,155.7434,0.218665,126.3559,143.1358,192.0931,65.7372,1806.946,3425.145,478.8998,404.9064,0.52474,0.535241,0.264756,0.513272,0.803703,0.538947,9.388185,4.450562,7.400919,3.241806,0.212241,0.711433,10.60043,1.187963,3.310122,4.710632,-6.553948,-2.802096,-11.19621,-1.255076,0.032425,0.904431,1.699895,0.794206,4.812197,0.552661,1.109286,7.119996,18.28387,0.455167,738.176,0.294446,1469.536,0.185432,-123.776,-0.735179,1621.559,0.146784,1268.1,0.330481,-123.2554,-0.711235,2535.7,0.074834,970.6339,0.384917,-124.4434,-0.691576,-10.10395,-0.61712,19.1051,0.361006,0.064019,0.381284,-0.012616,-1.407659,0.278135,0.525895,15.42079,0.554861,1.452841,11.19847,-11.17541,-1.977986,-14.51158,-1.072433,-5.104481,12.77955,0.038002,0.001816,0.167268,7.187725,4.616054,-2.931083,-8.946968,6.206206,3.632694,0.1025,0.071234,0.161177,0.161496,-23.49446,151,m,E,NA,NC,NN,O
devel_155,28.23912,0.133001,25.16079,27.6551,32.10382,6.943027,138.2734,94.37001,58.73894,71.41708,143.9683,0.226906,117.6296,135.8583,175.7238,58.09425,1053.083,952.7083,524.8886,623.2198,0.578839,0.583239,0.220198,0.564962,0.920763,0.700564,9.112858,4.404344,7.628993,4.000891,0.232515,0.71879,11.37555,1.123127,5.407281,2.391929,-3.296582,-4.533717,-15.49135,-1.07925,0.031321,1.146384,1.432187,0.941395,4.984347,0.529712,2.584882,3.601892,18.47105,0.430557,728.2201,0.317761,1481.258,0.184424,-124.8973,-0.725176,1652.178,0.124642,1219.951,0.356659,-125.9677,-0.692531,2542.816,0.067241,963.2955,0.337018,-126.6471,-0.681515,-10.80745,-0.531953,18.68681,0.370625,0.063008,0.314927,-0.013203,-1.235292,0.328198,0.48534,15.5414,0.5353,4.904391,2.675823,-4.499353,-4.065028,-23.0787,-0.70296,-6.204809,14.06507,0.040888,-0.000526,0.174224,8.718324,5.686699,-2.551711,-10.75467,5.405406,3.521127,0.101714,0.097321,0.162286,0.109937,-21.67187,151,m,E,NA,NC,NN,O
devel_156,25.79987,0.310118,22.03987,23.16682,25.82395,3.784082,241.8261,219.0432,185.7427,137.6309,144.8245,0.92722,98.23224,104.8329,122.2217,23.98942,2983.326,2610.16,2911.271,2224.712,0.533508,0.641684,0.179616,0.478368,0.865995,0.686379,7.388812,3.792824,7.281016,3.426561,0.21648,0.847958,4.435421,3.437714,-12.66292,-1.334521,-5.402739,-3.17087,-44.38083,-0.44006,0.028024,1.212939,1.804955,0.780112,4.077934,0.438453,-10.24069,-0.90805,7.194592,1.612865,678.8679,0.391782,1447.593,0.212288,-99.79072,-1.102308,1598.519,0.167506,1179.756,0.339963,-100.101,-1.051809,2504.752,0.075251,973.3688,0.325466,-102.1275,-1.007544,-9.951443,-0.948019,20.87052,0.488309,0.114027,0.187419,-0.012489,-1.680968,0.282901,0.654423,13.53033,0.821565,-13.14941,-1.294966,-11.5093,-1.555496,-49.2276,-0.391772,0.710153,9.231519,0.08526,0.010437,0.163114,-2.7475,-11.93957,-0.587159,-40.74068,4.504505,3.225806,0.13,0.138022,0.154849,0.184327,-20.72321,197,m,NE,A,NC,NN,NO
devel_157,33.68994,0.080466,31.09644,33.96658,35.68295,4.586502,72.66394,98.77884,28.68149,24.39481,194.8928,0.155071,165.8157,195.6333,216.0185,50.20279,791.232,1044.356,348.2374,297.7102,0.558748,0.54139,0.272611,0.521642,0.825187,0.552577,8.477161,4.452291,7.140946,3.751323,0.205465,0.6931,11.23193,1.195001,15.42009,0.935798,-3.82646,-3.864126,-18.13183,-0.919494,0.026804,1.062064,1.050375,0.941752,8.951493,0.234528,7.836197,1.17073,20.63917,0.392067,610.3069,0.283671,1365.886,0.172864,-82.94885,-1.050413,1642.608,0.112034,1014.988,0.352115,-89.50765,-0.890582,2579.838,0.06876,939.7169,0.365393,-88.99416,-0.898064,-15.38171,-0.46218,21.07559,0.386368,0.053288,0.422517,-0.016132,-0.994012,0.2295,0.660933,16.8945,0.579385,18.53072,0.784513,-6.379076,-2.641487,-23.96667,-0.661969,-2.417209,8.043946,0.024893,0.005539,0.163152,1.397085,10.20506,0.993575,-7.369951,5.505506,2.819738,0.216429,0.193062,0.1312,0.088739,-21.27545,149,f,E,NA,C,N,NO
devel_158,27.85018,0.118319,24.80906,27.14046,30.91082,6.101753,91.6566,96.26386,34.82689,16.67631,140.0096,0.201235,115.2755,131.8805,163.9673,48.69177,841.4346,960.3145,298.413,172.2736,0.476041,0.710498,0.145203,0.424083,0.739323,0.59412,9.197076,5.405786,8.246376,3.8602,0.197612,0.869956,11.27871,1.37044,12.09148,1.26629,-2.825044,-6.051424,-11.91644,-1.083643,0.034908,1.083259,1.417462,0.819003,5.676901,0.403478,6.54084,1.474947,23.30656,0.345864,589.8339,0.392077,1403.65,0.199451,-104.7609,-0.893607,1542.887,0.136397,1036.042,0.268662,-107.0796,-0.82248,2528.224,0.073598,867.0792,0.282421,-108.2783,-0.802406,-14.08029,-0.459914,21.70576,0.344488,0.047367,0.61676,-0.012552,-1.599306,0.253324,0.70716,18.18736,0.549863,15.55809,1.004062,-4.075592,-5.058616,-11.69881,-1.106162,-4.477175,11.76707,0.038453,0.00286,0.144692,4.348415,8.723018,-1.387886,-11.98674,5.105105,3.018109,0.157333,0.108626,0.158276,0.126466,-22.22671,228,m,NE,NA,C,NN,O
devel_159,25.87743,0.101111,23.44871,25.05172,28.72345,5.274742,217.5657,266.4959,36.73354,26.10213,124.0572,0.157051,106.5542,116.8901,144.5259,37.97168,1693.761,2094.251,283.2278,215.653,0.430573,0.705661,0.132626,0.392595,0.699137,0.566511,8.091289,4.209635,6.935082,3.355619,0.162292,0.84203,13.03733,1.152447,7.813577,1.988422,-6.141847,-2.613341,-9.460264,-1.447002,0.031858,1.058129,1.59708,0.778755,4.541166,0.489966,2.555706,2.776917,21.76377,0.362392,622.4001,0.380603,1439.03,0.221617,-104.8046,-0.899781,1602.395,0.159722,1080.316,0.36637,-107.569,-0.831474,2571.549,0.086823,886.3671,0.390692,-109.3999,-0.799423,-12.73938,-0.481681,20.91297,0.31116,0.055691,0.446941,-0.018284,-1.106027,0.217849,0.662111,19.1032,0.478188,10.76681,1.455411,-10.61904,-1.76082,-11.07941,-1.212155,-5.937676,14.46832,0.037765,0.003992,0.10997,6.977977,4.995145,-1.493142,-8.041563,5.105105,3.423968,0.133824,0.129865,0.142727,0.108076,-23.65492,228,m,E,A,NC,NN,NO
devel_160,28.80736,0.046469,27.60847,28.7631,29.77021,2.161739,39.25921,60.48085,15.81333,10.68815,145.6572,0.079934,135.4927,144.8377,153.5211,18.02843,335.154,511.8148,137.2285,93.32109,0.629846,0.365552,0.392403,0.645727,0.842294,0.449891,6.182721,3.194086,6.199973,3.493631,0.233767,0.493762,20.91897,0.345301,11.05573,1.159726,-9.264567,-1.272459,-3.13799,-3.813755,0.016184,1.170311,1.043252,0.760083,6.774226,0.231687,1.612989,3.969078,18.97289,0.312298,563.2181,0.264831,1429.152,0.15688,-76.67489,-1.166129,1508.471,0.131439,1165.988,0.347999,-83.8172,-1.001052,2496.974,0.052089,906.0977,0.298309,-87.47776,-0.927355,-14.77426,-0.291689,22.38705,0.217539,0.028725,0.660946,-0.028237,-0.512843,0.245421,0.437007,22.39358,0.265628,9.734572,1.432085,-12.9888,-0.871826,-5.63999,-2.225369,-13.0984,20.71589,0.005328,-0.013286,0.218011,18.3456,13.66013,-2.194087,1.092494,5.705706,2.719033,0.225185,0.29569,0.127692,0.089198,-20.86753,158,m,E,NA,NC,N,NO
devel_161,25.81133,0.1999,22.87678,24.35363,26.93912,4.062338,128.0437,142.1063,62.25204,38.96948,129.9957,0.527408,103.0943,112.273,130.3619,27.26759,638.4944,499.8471,860.4609,589.625,0.508165,0.676851,0.176204,0.452878,0.815318,0.639114,8.800451,6.385657,8.288515,4.16511,0.230824,0.943192,4.73405,2.807368,-16.19814,-1.251383,-11.66444,-1.262888,-38.05392,-0.49728,0.028843,1.087082,1.447786,0.856078,4.838756,0.451082,-7.500667,-1.062275,11.43506,1.070575,750.6092,0.293536,1487.68,0.23309,-123.608,-0.833949,1695.24,0.142011,1179.091,0.309419,-125.4725,-0.784651,2568.895,0.071044,1005.829,0.276615,-126.0959,-0.772275,-13.25405,-0.614541,22.48661,0.366009,0.108647,0.200602,-0.018311,-0.97247,0.253276,0.759961,14.49716,0.585962,-11.58115,-1.882043,-15.87631,-1.139308,-47.68063,-0.335676,-1.502174,11.13877,0.086395,0.004981,0.219767,-0.426734,-18.69987,-9.428422,-32.85744,4.604605,2.917505,0.108276,0.078918,0.207,0.241828,-21.6626,197,m,NE,NA,NC,N,NO
devel_162,29.44685,0.06876,27.2848,29.48752,31.05989,3.775089,33.1136,35.71848,22.54366,10.33684,151.7181,0.118178,132.9836,151.0283,165.3935,32.4099,285.3704,288.4617,198.8484,92.10903,0.401104,0.512056,0.236875,0.345882,0.576007,0.339133,4.093776,2.195571,4.098979,2.168073,0.131775,0.483153,20.6198,0.483124,12.46843,0.903573,0.60854,17.72234,-6.211496,-2.319718,0.019139,0.872573,1.0303,0.906574,7.197738,0.223197,7.450959,1.128798,26.54317,0.343026,555.2808,0.253155,1410.648,0.091418,-92.26373,-0.998001,1548.246,0.106737,1066.642,0.189667,-99.1728,-0.855548,2541.188,0.067499,892.5473,0.257285,-101.8579,-0.809849,-17.11901,-0.355239,25.79267,0.288884,0.006082,3.134977,-0.016796,-0.661265,0.148437,0.457746,24.32986,0.294976,11.08037,1.16184,-3.005885,-3.769899,-11.02271,-1.287099,-13.41547,21.65139,-0.016567,-0.000043,0.111443,15.89064,14.39174,5.487198,-0.369563,3.903904,3.524673,0.148857,0.107989,0.114857,0.091819,-25.27911,192,f,NE,A,NC,NN,NO
devel_163,28.07718,0.089755,25.99419,27.49588,30.23267,4.238478,174.9253,188.0276,31.47172,23.74782,140.764,0.153677,123.4337,134.6988,157.6838,34.25006,1405.43,1505.613,259.249,210.6325,0.441488,0.62256,0.175078,0.42113,0.684711,0.509633,8.400233,4.073913,7.192796,3.634183,0.190328,0.736435,16.21634,0.897349,13.7599,0.992862,3.237231,3.919203,-9.739984,-1.289772,0.032007,0.817145,1.489058,0.864233,6.298261,0.352099,6.044576,1.34333,26.74794,0.270638,539.855,0.336649,1434.756,0.133303,-102.0662,-0.886867,1536.948,0.138656,1081.847,0.268439,-108.3494,-0.770352,2497.65,0.083442,959.7052,0.365839,-109.7551,-0.746944,-16.66156,-0.436484,24.95538,0.338111,0.04125,0.566986,-0.011929,-1.355714,0.254616,0.556373,23.81875,0.435618,16.37237,0.879535,3.693019,4.041131,-14.06026,-0.942524,-7.338633,14.43175,0.020882,0.007133,0.125477,8.224999,11.12524,2.831542,-5.268433,5.805806,3.722334,0.129189,0.094794,0.118919,0.088525,-22.41249,222,m,E,A,C,NN,O
devel_164,28.14351,0.101848,25.75822,27.94098,30.5444,4.786184,109.1627,131.9916,25.48699,21.78568,141.7198,0.170043,121.7619,138.1291,160.5974,38.8355,871.7311,1167.02,216.9018,197.3916,0.455134,0.549206,0.224621,0.458246,0.680788,0.456167,8.191493,4.591836,6.776274,3.462612,0.191715,0.724763,18.81005,0.787674,15.49819,0.894386,4.101557,3.303425,-5.019935,-3.010723,0.032495,0.948027,1.168595,0.865662,6.76471,0.315922,7.355228,0.756883,27.21088,0.302173,528.8923,0.278137,1420.558,0.159371,-103.4099,-0.870138,1516.726,0.125778,1058.737,0.318971,-110.576,-0.74302,2487.225,0.071123,929.6371,0.405388,-112.2566,-0.71739,-17.65103,-0.372714,25.75757,0.310119,0.030241,0.651199,-0.01389,-1.238525,0.259675,0.587375,25.23919,0.393402,18.32038,0.740207,3.590679,4.400069,-10.36347,-1.300008,-8.407255,16.00897,0.009173,0.003513,0.124765,11.97597,12.49621,4.71046,0.302,5.905906,3.621731,0.131944,0.113769,0.120541,0.07385,-22.0326,196,m,E,A,C,N,O
devel_165,32.16684,0.105204,29.32277,31.35351,34.98472,5.661945,192.3903,262.4715,42.10699,28.7032,179.9094,0.212423,149.5969,168.2409,207.4813,57.88443,2374.411,3094.438,514.1119,322.2126,0.518793,0.467948,0.292826,0.519168,0.748188,0.455363,7.971324,3.645727,7.823139,3.351097,0.248804,0.656784,11.65299,1.269327,14.88804,0.899049,-6.428411,-2.519912,-12.56941,-1.031987,0.02638,0.959594,1.365358,0.866623,7.519074,0.331371,8.962731,1.210678,25.17076,0.285968,589.0414,0.339864,1384.401,0.160354,-101.8104,-0.892539,1560.277,0.148529,1066.655,0.265806,-106.452,-0.778204,2544.535,0.071649,877.5977,0.44095,-107.2307,-0.762842,-15.45535,-0.531208,21.94958,0.402099,0.059957,0.378673,-0.014033,-1.36727,0.289598,0.591802,18.88558,0.560988,15.53883,0.941202,-10.87254,-1.637934,-16.34803,-0.851729,-3.855355,10.03527,0.034292,0.002851,0.205489,3.452211,13.95104,-1.514225,-8.093925,5.905906,4.128902,0.118781,0.095896,0.10625,0.08714,-21.35812,150,m,E,NA,C,N,O
devel_166,24.55949,0.355178,19.95337,20.71269,28.14666,8.193289,333.2076,322.5001,802.5599,887.3546,139.3713,1.050777,87.07345,90.97689,139.9704,52.89693,4866.889,5778.296,12919.21,11690.57,0.612915,0.428714,0.378718,0.631656,0.841996,0.463278,9.665893,5.19347,6.445939,3.50191,0.304612,0.558828,10.98206,1.365025,-7.012431,-2.175948,-4.859893,-3.924414,-46.08536,-0.323181,0.041003,1.687485,1.346482,0.975132,4.109558,0.394227,-1.392897,-7.436703,15.57692,0.721675,678.8301,0.330915,1373.883,0.214583,-176.8594,-0.372122,1733.137,0.17512,1089.301,0.307107,-177.5771,-0.347297,2580.8,0.071305,1078.984,0.391757,-177.2065,-0.354158,-16.30882,-0.596025,21.03815,0.526098,0.08115,0.199919,-0.031944,-0.70608,0.229508,0.574832,22.70181,0.541825,3.723608,3.586678,-14.19599,-1.537835,-41.44678,-0.303651,-5.512032,11.49362,0.086781,-0.010187,0.314885,9.372889,-8.340336,-3.457546,-46.73112,5.505506,1.10664,0.094545,0.088252,0.7225,0.523404,-21.48222,145,m,NE,NA,NC,NN,O
devel_167,26.86185,0.121999,24.91623,26.54179,28.46597,3.549738,154.3186,190.559,21.62707,18.77206,133.8165,0.45993,115.9803,127.3971,142.3777,26.39736,122.1805,77.65069,1241.848,0,0.508001,0.661567,0.223344,0.430787,0.786404,0.56306,7.54731,3.462308,6.553468,4.207036,0.165354,0.890451,6.765761,1.990603,7.402576,1.772063,-4.794717,-2.87095,-22.52728,-0.50245,0.025301,1.026438,1.51249,0.864496,5.13827,0.356487,3.930474,1.729396,15.64975,0.393039,685.6398,0.383508,1285.975,0.252389,-112.4216,-0.856372,1705.262,0.173977,1056.829,0.452302,-113.6055,-0.815376,2573.107,0.080562,1019.769,0.389826,-112.8269,-0.827559,-9.059366,-0.556767,13.92049,0.400272,0.070017,0.231239,-0.011018,-1.496795,0.235038,0.640334,13.15192,0.543789,9.323857,1.361918,-7.304897,-1.902041,-24.64713,-0.475496,-1.174617,7.877524,0.054532,0.005098,0.111998,1.745769,5.763465,-3.04942,-20.71441,4.304305,3.024194,0.136667,0.130597,0.168065,0.153043,-22.77043,134,m,NE,NA,NC,NN,NO
devel_168,24.57314,0.123749,22.20143,23.93489,26.887,4.685568,81.19016,114.4805,66.54493,81.13052,115.5507,0.187121,99.15172,109.5908,129.9686,30.81685,578.2895,721.1439,509.4468,712.0408,0.41229,0.567197,0.195315,0.368798,0.644993,0.449678,6.568028,3.071664,5.175766,2.214813,0.189352,0.755248,19.60345,0.708671,5.110744,2.629083,-8.776278,-2.103239,-25.6522,-0.478632,0.034473,0.996897,1.605597,0.880806,4.576073,0.422839,-2.821292,-1.393229,24.0811,0.262966,548.2349,0.415817,1420.676,0.170457,-117.255,-0.836379,1516.139,0.192272,1128.245,0.263253,-121.505,-0.748452,2471.433,0.092801,959.5152,0.452051,-123.539,-0.716383,-19.39908,-0.331436,27.08448,0.238596,0.081039,0.251398,-0.030102,-0.780834,0.271762,0.499146,26.72576,0.297214,3.130195,4.400802,-14.47985,-1.452528,-32.98259,-0.316625,-11.19601,18.74552,0.053909,-0.006272,0.136515,15.01301,6.483711,-5.1522,-20.7687,5.105105,3.420523,0.107353,0.07453,0.16,0.088802,-22.38467,144,m,NE,A,NC,NN,O
devel_169,26.32611,0.065909,25.0461,26.08971,27.51073,2.46463,74.25679,121.5214,21.2237,22.91417,126.4853,0.106856,116.8526,124.1174,134.7297,17.8771,531.8305,868.8351,163.1659,203.5951,0.449617,0.554884,0.198962,0.42584,0.716243,0.517281,6.858613,3.986264,4.585887,1.988497,0.145308,0.727923,15.58667,0.798275,4.614476,3.591384,-2.237077,-6.286216,-10.60303,-1.575084,0.025363,1.381961,1.268035,0.959188,6.000354,0.311747,3.858546,1.833465,23.538,0.355174,591.6289,0.37111,1525.802,0.180395,-93.63635,-1.033215,1539.555,0.131341,1139.156,0.341371,-98.51003,-0.922789,2493.597,0.082319,975.1351,0.351037,-101.8931,-0.860669,-13.09176,-0.44215,24.43336,0.292618,0.053804,0.455267,-0.01418,-1.111018,0.181866,0.619177,21.18128,0.423015,3.709779,5.13857,-0.331554,-46.08463,-17.62809,-0.950687,-5.702372,13.51365,0.031628,0.002232,0.10546,8.913928,5.846452,-4.391305,-2.721422,4.404405,2.920443,0.173793,0.101077,0.154286,0.154004,-24.11382,137,m,NE,NA,NC,N,NO
devel_170,25.35582,0.070129,23.79174,25.00759,26.94815,3.156416,125.6783,132.2401,19.61283,18.44864,119.6453,0.109102,108.6854,116.6017,130.4282,21.74278,669.9594,908.5797,250.7355,334.6109,0.54879,0.555683,0.256596,0.498423,0.851659,0.595063,8.07316,4.215377,7.347347,3.858802,0.197535,0.692979,10.46515,1.27195,-1.101961,-12.41589,-10.52659,-1.437014,-41.94052,-0.365719,0.034598,1.870685,1.502991,0.895168,5.110402,0.392356,-1.396073,-3.53816,17.35665,0.440204,616.2137,0.372921,1480.891,0.230448,-85.78352,-1.221841,1596.529,0.156055,1084.201,0.275111,-90.30878,-1.095893,2508.066,0.069015,1009.088,0.432251,-90.42971,-1.092075,-12.52246,-0.416919,19.29065,0.346615,0.102997,0.154788,-0.025887,-0.690055,0.242782,0.522682,15.74683,0.541804,-2.274482,-5.612902,-13.60437,-1.217766,-47.82626,-0.320216,-4.924555,11.41034,0.079668,-0.005396,0.150181,5.082188,-0.077129,-7.053629,-35.64099,5.005005,3.722334,0.131351,0.100004,0.119722,0.098615,-21.43636,173,m,NE,A,NC,NN,NO
